id,identifiant,name,source,famille
item_conquest_faded_orange_sandstone_vertical_slab,conquest:faded_orange_sandstone_vertical_slab,Faded Orange Sandstone Vertical Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone,conquest:faded_red_sandstone,Faded Red Sandstone,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_corner_slab,conquest:faded_red_sandstone_corner_slab,Faded Red Sandstone Corner Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_eighth_slab,conquest:faded_red_sandstone_eighth_slab,Faded Red Sandstone Eighth Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_quarter_slab,conquest:faded_red_sandstone_quarter_slab,Faded Red Sandstone Quarter Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_slab,conquest:faded_red_sandstone_slab,Faded Red Sandstone Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_stairs,conquest:faded_red_sandstone_stairs,Faded Red Sandstone Stairs,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_vertical_corner,conquest:faded_red_sandstone_vertical_corner,Faded Red Sandstone Vertical Corner,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_vertical_corner_slab,conquest:faded_red_sandstone_vertical_corner_slab,Faded Red Sandstone Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_vertical_quarter,conquest:faded_red_sandstone_vertical_quarter,Faded Red Sandstone Vertical Quarter,Conquest Reforged,1_stone
item_conquest_faded_red_sandstone_vertical_slab,conquest:faded_red_sandstone_vertical_slab,Faded Red Sandstone Vertical Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone,conquest:faded_tan_sandstone,Faded Tan Sandstone,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_corner_slab,conquest:faded_tan_sandstone_corner_slab,Faded Tan Sandstone Corner Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_eighth_slab,conquest:faded_tan_sandstone_eighth_slab,Faded Tan Sandstone Eighth Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_quarter_slab,conquest:faded_tan_sandstone_quarter_slab,Faded Tan Sandstone Quarter Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_slab,conquest:faded_tan_sandstone_slab,Faded Tan Sandstone Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_stairs,conquest:faded_tan_sandstone_stairs,Faded Tan Sandstone Stairs,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_vertical_corner,conquest:faded_tan_sandstone_vertical_corner,Faded Tan Sandstone Vertical Corner,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_vertical_corner_slab,conquest:faded_tan_sandstone_vertical_corner_slab,Faded Tan Sandstone Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_vertical_quarter,conquest:faded_tan_sandstone_vertical_quarter,Faded Tan Sandstone Vertical Quarter,Conquest Reforged,1_stone
item_conquest_faded_tan_sandstone_vertical_slab,conquest:faded_tan_sandstone_vertical_slab,Faded Tan Sandstone Vertical Slab,Conquest Reforged,1_stone
item_conquest_fallen_willow_leaves,conquest:fallen_willow_leaves,Fallen Willow Leaves,Conquest Reforged,2_leaves
item_conquest_fancy_arched_bookshelf,conquest:fancy_arched_bookshelf,Fancy Arched Bookshelf,Conquest Reforged,3_wood
item_conquest_fancy_arched_bookshelf_vertical_corner,conquest:fancy_arched_bookshelf_vertical_corner,Fancy Arched Bookshelf Vertical Corner,Conquest Reforged,3_wood
item_conquest_fancy_arched_bookshelf_vertical_quarter,conquest:fancy_arched_bookshelf_vertical_quarter,Fancy Arched Bookshelf Vertical Quarter,Conquest Reforged,3_wood
item_conquest_fancy_arched_bookshelf_vertical_slab,conquest:fancy_arched_bookshelf_vertical_slab,Fancy Arched Bookshelf Vertical Slab,Conquest Reforged,3_wood
item_conquest_fancy_ash_wood_cabinets,conquest:fancy_ash_wood_cabinets,Fancy Ash Wood Cabinets,Conquest Reforged,3_wood
item_conquest_fancy_ash_wood_cabinets_vertical_corner,conquest:fancy_ash_wood_cabinets_vertical_corner,Fancy Ash Wood Cabinets Vertical Corner,Conquest Reforged,3_wood
item_conquest_fancy_ash_wood_cabinets_vertical_quarter,conquest:fancy_ash_wood_cabinets_vertical_quarter,Fancy Ash Wood Cabinets Vertical Quarter,Conquest Reforged,3_wood
item_conquest_fancy_ash_wood_cabinets_vertical_slab,conquest:fancy_ash_wood_cabinets_vertical_slab,Fancy Ash Wood Cabinets Vertical Slab,Conquest Reforged,3_wood
item_conquest_fancy_birch_wood_arch_panel,conquest:fancy_birch_wood_arch_panel,Fancy Birch Wood Arch Panel,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_arch_panel_vertical_corner,conquest:fancy_birch_wood_arch_panel_vertical_corner,Fancy Birch Wood Arch Panel Vertical Corner,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_arch_panel_vertical_quarter,conquest:fancy_birch_wood_arch_panel_vertical_quarter,Fancy Birch Wood Arch Panel Vertical Quarter,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_arch_panel_vertical_slab,conquest:fancy_birch_wood_arch_panel_vertical_slab,Fancy Birch Wood Arch Panel Vertical Slab,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_cabinets,conquest:fancy_birch_wood_cabinets,Fancy Birch Wood Cabinets,Conquest Reforged,3_wood
item_conquest_fancy_birch_wood_cabinets_vertical_corner,conquest:fancy_birch_wood_cabinets_vertical_corner,Fancy Birch Wood Cabinets Vertical Corner,Conquest Reforged,3_wood
item_conquest_fancy_birch_wood_cabinets_vertical_quarter,conquest:fancy_birch_wood_cabinets_vertical_quarter,Fancy Birch Wood Cabinets Vertical Quarter,Conquest Reforged,3_wood
item_conquest_fancy_birch_wood_cabinets_vertical_slab,conquest:fancy_birch_wood_cabinets_vertical_slab,Fancy Birch Wood Cabinets Vertical Slab,Conquest Reforged,3_wood
item_conquest_fancy_birch_wood_panel,conquest:fancy_birch_wood_panel,Fancy Birch Wood Panel,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_panel_vertical_corner,conquest:fancy_birch_wood_panel_vertical_corner,Fancy Birch Wood Panel Vertical Corner,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_panel_vertical_quarter,conquest:fancy_birch_wood_panel_vertical_quarter,Fancy Birch Wood Panel Vertical Quarter,Conquest Reforged,7_wood
item_conquest_fancy_birch_wood_panel_vertical_slab,conquest:fancy_birch_wood_panel_vertical_slab,Fancy Birch Wood Panel Vertical Slab,Conquest Reforged,7_wood
item_conquest_fancy_black_socle,conquest:fancy_black_socle,Fancy Black Socle,Conquest Reforged,3_plaster
item_conquest_fancy_black_socle_vertical_corner,conquest:fancy_black_socle_vertical_corner,Fancy Black Socle Vertical Corner,Conquest Reforged,3_plaster
item_conquest_fancy_black_socle_vertical_quarter,conquest:fancy_black_socle_vertical_quarter,Fancy Black Socle Vertical Quarter,Conquest Reforged,3_plaster
item_conquest_fancy_black_socle_vertical_slab,conquest:fancy_black_socle_vertical_slab,Fancy Black Socle Vertical Slab,Conquest Reforged,3_plaster
item_conquest_fancy_blue_bed,conquest:fancy_blue_bed,Fancy Blue Bed,Conquest Reforged,3_wood
item_conquest_fancy_blue_marble_design,conquest:fancy_blue_marble_design,Fancy Blue Marble Design,Conquest Reforged,1_stone
item_conquest_fancy_blue_marble_design_vertical_corner,conquest:fancy_blue_marble_design_vertical_corner,Fancy Blue Marble Design Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_blue_marble_design_vertical_quarter,conquest:fancy_blue_marble_design_vertical_quarter,Fancy Blue Marble Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_blue_marble_design_vertical_slab,conquest:fancy_blue_marble_design_vertical_slab,Fancy Blue Marble Design Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column,conquest:fancy_blue_schist_dwarven_column,Fancy Blue Schist Dwarven Column,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column_pillar,conquest:fancy_blue_schist_dwarven_column_pillar,Fancy Blue Schist Dwarven Column Pillar,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column_vertical_corner,conquest:fancy_blue_schist_dwarven_column_vertical_corner,Fancy Blue Schist Dwarven Column Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column_vertical_quarter,conquest:fancy_blue_schist_dwarven_column_vertical_quarter,Fancy Blue Schist Dwarven Column Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column_vertical_slab,conquest:fancy_blue_schist_dwarven_column_vertical_slab,Fancy Blue Schist Dwarven Column Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_column_wall,conquest:fancy_blue_schist_dwarven_column_wall,Fancy Blue Schist Dwarven Column Wall,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design,conquest:fancy_blue_schist_dwarven_design,Fancy Blue Schist Dwarven Design,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_arrowslit,conquest:fancy_blue_schist_dwarven_design_arrowslit,Fancy Blue Schist Dwarven Design Arrowslit,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_corner_slab,conquest:fancy_blue_schist_dwarven_design_corner_slab,Fancy Blue Schist Dwarven Design Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_eighth_slab,conquest:fancy_blue_schist_dwarven_design_eighth_slab,Fancy Blue Schist Dwarven Design Eighth Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_pillar,conquest:fancy_blue_schist_dwarven_design_pillar,Fancy Blue Schist Dwarven Design Pillar,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_quarter_slab,conquest:fancy_blue_schist_dwarven_design_quarter_slab,Fancy Blue Schist Dwarven Design Quarter Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_slab,conquest:fancy_blue_schist_dwarven_design_slab,Fancy Blue Schist Dwarven Design Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_small_window,conquest:fancy_blue_schist_dwarven_design_small_window,Fancy Blue Schist Dwarven Design Small Window,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_small_window_half,conquest:fancy_blue_schist_dwarven_design_small_window_half,Fancy Blue Schist Dwarven Design Small Window Half,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_stairs,conquest:fancy_blue_schist_dwarven_design_stairs,Fancy Blue Schist Dwarven Design Stairs,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_vertical_corner,conquest:fancy_blue_schist_dwarven_design_vertical_corner,Fancy Blue Schist Dwarven Design Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_vertical_corner_slab,conquest:fancy_blue_schist_dwarven_design_vertical_corner_slab,Fancy Blue Schist Dwarven Design Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_vertical_quarter,conquest:fancy_blue_schist_dwarven_design_vertical_quarter,Fancy Blue Schist Dwarven Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_vertical_slab,conquest:fancy_blue_schist_dwarven_design_vertical_slab,Fancy Blue Schist Dwarven Design Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_blue_schist_dwarven_design_wall,conquest:fancy_blue_schist_dwarven_design_wall,Fancy Blue Schist Dwarven Design Wall,Conquest Reforged,1_stone
item_conquest_fancy_bookshelf,conquest:fancy_bookshelf,Fancy Bookshelf,Conquest Reforged,3_wood
item_conquest_fancy_bookshelf_vertical_corner,conquest:fancy_bookshelf_vertical_corner,Fancy Bookshelf Vertical Corner,Conquest Reforged,3_wood
item_conquest_fancy_bookshelf_vertical_quarter,conquest:fancy_bookshelf_vertical_quarter,Fancy Bookshelf Vertical Quarter,Conquest Reforged,3_wood
item_conquest_fancy_bookshelf_vertical_slab,conquest:fancy_bookshelf_vertical_slab,Fancy Bookshelf Vertical Slab,Conquest Reforged,3_wood
item_conquest_fancy_bronze_brazier,conquest:fancy_bronze_brazier,Fancy Bronze Brazier,Conquest Reforged,2_metal
item_conquest_fancy_cabinet,conquest:fancy_cabinet,Fancy Cabinet,Conquest Reforged,3_wood
item_conquest_fancy_cabinet_vertical_corner,conquest:fancy_cabinet_vertical_corner,Fancy Cabinet Vertical Corner,Conquest Reforged,3_wood
item_conquest_fancy_cabinet_vertical_quarter,conquest:fancy_cabinet_vertical_quarter,Fancy Cabinet Vertical Quarter,Conquest Reforged,3_wood
item_conquest_fancy_cabinet_vertical_slab,conquest:fancy_cabinet_vertical_slab,Fancy Cabinet Vertical Slab,Conquest Reforged,3_wood
item_conquest_fancy_chair,conquest:fancy_chair,Fancy Chair,Conquest Reforged,3_wood
item_conquest_fancy_dark_rough_marble_dwarven_column,conquest:fancy_dark_rough_marble_dwarven_column,Fancy Dark Rough Marble Dwarven Column,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_column_pillar,conquest:fancy_dark_rough_marble_dwarven_column_pillar,Fancy Dark Rough Marble Dwarven Column Pillar,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_column_vertical_corner,conquest:fancy_dark_rough_marble_dwarven_column_vertical_corner,Fancy Dark Rough Marble Dwarven Column Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_column_vertical_quarter,conquest:fancy_dark_rough_marble_dwarven_column_vertical_quarter,Fancy Dark Rough Marble Dwarven Column Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_column_vertical_slab,conquest:fancy_dark_rough_marble_dwarven_column_vertical_slab,Fancy Dark Rough Marble Dwarven Column Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_column_wall,conquest:fancy_dark_rough_marble_dwarven_column_wall,Fancy Dark Rough Marble Dwarven Column Wall,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design,conquest:fancy_dark_rough_marble_dwarven_design,Fancy Dark Rough Marble Dwarven Design,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_arrowslit,conquest:fancy_dark_rough_marble_dwarven_design_arrowslit,Fancy Dark Rough Marble Dwarven Design Arrowslit,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_corner_slab,conquest:fancy_dark_rough_marble_dwarven_design_corner_slab,Fancy Dark Rough Marble Dwarven Design Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_eighth_slab,conquest:fancy_dark_rough_marble_dwarven_design_eighth_slab,Fancy Dark Rough Marble Dwarven Design Eighth Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_pillar,conquest:fancy_dark_rough_marble_dwarven_design_pillar,Fancy Dark Rough Marble Dwarven Design Pillar,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_quarter_slab,conquest:fancy_dark_rough_marble_dwarven_design_quarter_slab,Fancy Dark Rough Marble Dwarven Design Quarter Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_slab,conquest:fancy_dark_rough_marble_dwarven_design_slab,Fancy Dark Rough Marble Dwarven Design Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_small_window,conquest:fancy_dark_rough_marble_dwarven_design_small_window,Fancy Dark Rough Marble Dwarven Design Small Window,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_small_window_half,conquest:fancy_dark_rough_marble_dwarven_design_small_window_half,Fancy Dark Rough Marble Dwarven Design Small Window Half,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_stairs,conquest:fancy_dark_rough_marble_dwarven_design_stairs,Fancy Dark Rough Marble Dwarven Design Stairs,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_vertical_corner,conquest:fancy_dark_rough_marble_dwarven_design_vertical_corner,Fancy Dark Rough Marble Dwarven Design Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_vertical_corner_slab,conquest:fancy_dark_rough_marble_dwarven_design_vertical_corner_slab,Fancy Dark Rough Marble Dwarven Design Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_vertical_quarter,conquest:fancy_dark_rough_marble_dwarven_design_vertical_quarter,Fancy Dark Rough Marble Dwarven Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_vertical_slab,conquest:fancy_dark_rough_marble_dwarven_design_vertical_slab,Fancy Dark Rough Marble Dwarven Design Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_dwarven_design_wall,conquest:fancy_dark_rough_marble_dwarven_design_wall,Fancy Dark Rough Marble Dwarven Design Wall,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar,conquest:fancy_dark_rough_marble_pillar,Fancy Dark Rough Marble Pillar,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar_pillar,conquest:fancy_dark_rough_marble_pillar_pillar,Fancy Dark Rough Marble Pillar Pillar,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar_vertical_corner,conquest:fancy_dark_rough_marble_pillar_vertical_corner,Fancy Dark Rough Marble Pillar Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar_vertical_quarter,conquest:fancy_dark_rough_marble_pillar_vertical_quarter,Fancy Dark Rough Marble Pillar Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar_vertical_slab,conquest:fancy_dark_rough_marble_pillar_vertical_slab,Fancy Dark Rough Marble Pillar Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_rough_marble_pillar_wall,conquest:fancy_dark_rough_marble_pillar_wall,Fancy Dark Rough Marble Pillar Wall,Conquest Reforged,1_stone
item_conquest_fancy_dark_sandstone_balustrade,conquest:fancy_dark_sandstone_balustrade,Fancy Dark Sandstone Balustrade,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column,conquest:fancy_dark_stone_column,Fancy Dark Stone Column,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column_pillar,conquest:fancy_dark_stone_column_pillar,Fancy Dark Stone Column Pillar,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column_vertical_corner,conquest:fancy_dark_stone_column_vertical_corner,Fancy Dark Stone Column Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column_vertical_quarter,conquest:fancy_dark_stone_column_vertical_quarter,Fancy Dark Stone Column Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column_vertical_slab,conquest:fancy_dark_stone_column_vertical_slab,Fancy Dark Stone Column Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_dark_stone_column_wall,conquest:fancy_dark_stone_column_wall,Fancy Dark Stone Column Wall,Conquest Reforged,1_stone
item_conquest_fancy_dragon_border_glass,conquest:fancy_dragon_border_glass,Fancy Dragon Border Glass,Conquest Reforged,6_glass
item_conquest_fancy_dragon_border_glass_pane,conquest:fancy_dragon_border_glass_pane,Fancy Dragon Border Glass Pane,Conquest Reforged,6_glass
item_conquest_fancy_dragon_border_glass_vertical_corner,conquest:fancy_dragon_border_glass_vertical_corner,Fancy Dragon Border Glass Vertical Corner,Conquest Reforged,6_glass
item_conquest_fancy_dragon_border_glass_vertical_quarter,conquest:fancy_dragon_border_glass_vertical_quarter,Fancy Dragon Border Glass Vertical Quarter,Conquest Reforged,6_glass
item_conquest_fancy_dragon_border_glass_vertical_slab,conquest:fancy_dragon_border_glass_vertical_slab,Fancy Dragon Border Glass Vertical Slab,Conquest Reforged,6_glass
item_conquest_fancy_elven_column_design,conquest:fancy_elven_column_design,Fancy Elven Column Design,Conquest Reforged,1_stone
item_conquest_fancy_elven_column_design_pillar,conquest:fancy_elven_column_design_pillar,Fancy Elven Column Design Pillar,Conquest Reforged,1_stone
item_conquest_fancy_elven_column_design_vertical_corner,conquest:fancy_elven_column_design_vertical_corner,Fancy Elven Column Design Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_elven_column_design_vertical_quarter,conquest:fancy_elven_column_design_vertical_quarter,Fancy Elven Column Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_elven_column_design_vertical_slab,conquest:fancy_elven_column_design_vertical_slab,Fancy Elven Column Design Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_elven_column_design_wall,conquest:fancy_elven_column_design_wall,Fancy Elven Column Design Wall,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column,conquest:fancy_elven_marble_column,Fancy Elven Marble Column,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column_pillar,conquest:fancy_elven_marble_column_pillar,Fancy Elven Marble Column Pillar,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column_vertical_corner,conquest:fancy_elven_marble_column_vertical_corner,Fancy Elven Marble Column Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column_vertical_quarter,conquest:fancy_elven_marble_column_vertical_quarter,Fancy Elven Marble Column Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column_vertical_slab,conquest:fancy_elven_marble_column_vertical_slab,Fancy Elven Marble Column Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_elven_marble_column_wall,conquest:fancy_elven_marble_column_wall,Fancy Elven Marble Column Wall,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design,conquest:fancy_elven_pillar_design,Fancy Elven Pillar Design,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design_pillar,conquest:fancy_elven_pillar_design_pillar,Fancy Elven Pillar Design Pillar,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design_vertical_corner,conquest:fancy_elven_pillar_design_vertical_corner,Fancy Elven Pillar Design Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design_vertical_quarter,conquest:fancy_elven_pillar_design_vertical_quarter,Fancy Elven Pillar Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design_vertical_slab,conquest:fancy_elven_pillar_design_vertical_slab,Fancy Elven Pillar Design Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_elven_pillar_design_wall,conquest:fancy_elven_pillar_design_wall,Fancy Elven Pillar Design Wall,Conquest Reforged,1_stone
item_conquest_fancy_gambeson_boots,conquest:fancy_gambeson_boots,Fancy Gambeson Boots,Conquest Reforged,
item_conquest_fancy_gambeson_chestplate,conquest:fancy_gambeson_chestplate,Fancy Gambeson Chestplate,Conquest Reforged,
item_conquest_fancy_gilded_pattern,conquest:fancy_gilded_pattern,Fancy Gilded Pattern,Conquest Reforged,2_metal
item_conquest_fancy_gilded_pattern_cover,conquest:fancy_gilded_pattern_cover,Fancy Gilded Pattern Cover,Conquest Reforged,2_metal
item_conquest_fancy_gilded_pattern_slab,conquest:fancy_gilded_pattern_slab,Fancy Gilded Pattern Slab,Conquest Reforged,2_metal
item_conquest_fancy_gilded_pattern_vertical_corner,conquest:fancy_gilded_pattern_vertical_corner,Fancy Gilded Pattern Vertical Corner,Conquest Reforged,2_metal
item_conquest_fancy_gilded_pattern_vertical_quarter,conquest:fancy_gilded_pattern_vertical_quarter,Fancy Gilded Pattern Vertical Quarter,Conquest Reforged,2_metal
item_conquest_fancy_gilded_pattern_vertical_slab,conquest:fancy_gilded_pattern_vertical_slab,Fancy Gilded Pattern Vertical Slab,Conquest Reforged,2_metal
item_conquest_fancy_gold_mirror,conquest:fancy_gold_mirror,Fancy Gold Mirror,Conquest Reforged,2_metal
item_conquest_fancy_granite_dwarven_column,conquest:fancy_granite_dwarven_column,Fancy Granite Dwarven Column,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_column_pillar,conquest:fancy_granite_dwarven_column_pillar,Fancy Granite Dwarven Column Pillar,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_column_vertical_corner,conquest:fancy_granite_dwarven_column_vertical_corner,Fancy Granite Dwarven Column Vertical Corner,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_column_vertical_quarter,conquest:fancy_granite_dwarven_column_vertical_quarter,Fancy Granite Dwarven Column Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_column_vertical_slab,conquest:fancy_granite_dwarven_column_vertical_slab,Fancy Granite Dwarven Column Vertical Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_column_wall,conquest:fancy_granite_dwarven_column_wall,Fancy Granite Dwarven Column Wall,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design,conquest:fancy_granite_dwarven_design,Fancy Granite Dwarven Design,Conquest Reforged,
item_conquest_fancy_granite_dwarven_design_arrowslit,conquest:fancy_granite_dwarven_design_arrowslit,Fancy Granite Dwarven Design Arrowslit,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_corner_slab,conquest:fancy_granite_dwarven_design_corner_slab,Fancy Granite Dwarven Design Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_eighth_slab,conquest:fancy_granite_dwarven_design_eighth_slab,Fancy Granite Dwarven Design Eighth Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_pillar,conquest:fancy_granite_dwarven_design_pillar,Fancy Granite Dwarven Design Pillar,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_quarter_slab,conquest:fancy_granite_dwarven_design_quarter_slab,Fancy Granite Dwarven Design Quarter Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_slab,conquest:fancy_granite_dwarven_design_slab,Fancy Granite Dwarven Design Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_small_window,conquest:fancy_granite_dwarven_design_small_window,Fancy Granite Dwarven Design Small Window,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_small_window_half,conquest:fancy_granite_dwarven_design_small_window_half,Fancy Granite Dwarven Design Small Window Half,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_stairs,conquest:fancy_granite_dwarven_design_stairs,Fancy Granite Dwarven Design Stairs,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_vertical_corner,conquest:fancy_granite_dwarven_design_vertical_corner,Fancy Granite Dwarven Design Vertical Corner,Conquest Reforged,
item_conquest_fancy_granite_dwarven_design_vertical_corner_slab,conquest:fancy_granite_dwarven_design_vertical_corner_slab,Fancy Granite Dwarven Design Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_vertical_quarter,conquest:fancy_granite_dwarven_design_vertical_quarter,Fancy Granite Dwarven Design Vertical Quarter,Conquest Reforged,1_stone
item_conquest_fancy_granite_dwarven_design_vertical_slab,conquest:fancy_granite_dwarven_design_vertical_slab,Fancy Granite Dwarven Design Vertical Slab,Conquest Reforged,
item_conquest_fancy_granite_dwarven_design_wall,conquest:fancy_granite_dwarven_design_wall,Fancy Granite Dwarven Design Wall,Conquest Reforged,
item_conquest_fancy_gray_elven_plaster,conquest:fancy_gray_elven_plaster,Fancy Gray Elven Plaster,Conquest Reforged,3_plaster
